year,event,incident_number,incident_start,incident_end,declaration_date,days_to_declaration_from_start,days_to_declaration_from_end,declaration_url,state,incident_type,valid_ihp_applications,eligible_ihp_applications,ihp_eligibility_rate,ihp_average_award,ihp_total,pa_total,pa_projects_count,cdbg_dr_allocation,frn1_date,frn1_days_since_disaster,frn1_url,frn1_grantee1_name,frn1_grantee1_url,frn1_grantee1_amount,frn1_grantee2_name,frn1_grantee2_url,frn1_grantee2_amount,frn1_grantee3_name,frn1_grantee3_url,frn1_grantee3_amount,frn1_grantee4_name,frn1_grantee4_url,frn1_grantee4_amount,frn1_grantee5_name,frn1_grantee5_url,frn1_grantee5_amount,frn1_grantee6_name,frn1_grantee6_url,frn1_grantee6_amount,frn1_grantee7_name,frn1_grantee7_url,frn1_grantee7_amount,frn1_grantee8_name,frn1_grantee8_url,frn1_grantee8_amount,frn1_grantee9_name,frn1_grantee9_url,frn1_grantee9_amount,frn2_date,frn2_url,frn2_grantee1_name,frn2_grantee1_url,frn2_grantee1_amount,frn2_grantee2_name,frn2_grantee2_url,frn2_grantee2_amount,frn2_grantee3_name,frn2_grantee3_url,frn2_grantee3_amount,frn2_grantee4_name,frn2_grantee4_url,frn2_grantee4_amount,frn3_date,frn3_url,frn3_grantee1_name,frn3_grantee1_url,frn3_grantee1_amount,frn3_grantee2_name,frn3_grantee2_url,frn3_grantee2_amount,frn3_grantee3_name,frn3_grantee3_url,frn3_grantee3_amount,frn3_grantee4_name,frn3_grantee4_url,frn3_grantee4_amount,frn4_date,frn4_url,frn4_grantee1_name,frn4_grantee1_url,frn4_grantee1_amount,sba_total_approved_loan_amount,sba_loan_count,sba_home_approved_loan_amount,sba_home_loan_count,sba_business_approved_loan_amount,sba_business_loan_count
2013,Texas Explosion,4136,2013-04-17,2013-04-20,2013-08-02,107,104,https://www.fema.gov/disaster/4136,TX,Other,NA,NA,NA,NA,NA,28828351.7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Iowa Severe Storms, Tornadoes, and Flooding",4135,2013-06-21,2013-06-28,2013-07-31,40,33,https://www.fema.gov/disaster/4135,IA,Severe Storm,NA,NA,NA,NA,NA,4551830.57,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Colorado Black Forest Wildfire,4134,2013-06-11,2013-06-21,2013-07-26,45,35,https://www.fema.gov/disaster/4134,CO,Fire,NA,NA,NA,NA,NA,6617742.08,19,106782000,2013-12-16,143,https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,20933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-03,https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,66433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08,https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,19415333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Colorado Royal Gorge Fire,4133,2013-06-11,2013-06-16,2013-07-26,45,40,https://www.fema.gov/disaster/4133,CO,Fire,NA,NA,NA,NA,NA,173358.39,9,106782000,2013-12-16,143,https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,20933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-03,https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,66433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-08,https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf,State of Colorado,https://dlg.colorado.gov/2013-floods-and-fires,19415333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,West Virginia Severe Storms and Flooding,4132,2013-06-13,2013-06-13,2013-07-26,43,43,https://www.fema.gov/disaster/4132,WV,Flood,NA,NA,NA,NA,NA,3283729.69,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Minnesota Severe Storms, Straight-Line Winds, and Flooding",4131,2013-06-20,2013-06-26,2013-07-25,35,29,https://www.fema.gov/disaster/4131,MN,Severe Storm,NA,NA,NA,NA,NA,13712894.66,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Missouri Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4130,2013-05-29,2013-06-10,2013-07-18,50,38,https://www.fema.gov/disaster/4130,MO,Severe Storm,NA,NA,NA,NA,NA,9033804.83,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,New York Severe Storms and Flooding,4129,2013-06-26,2013-07-10,2013-07-12,16,2,https://www.fema.gov/disaster/4129,NY,Flood,NA,NA,NA,NA,NA,68862258.54,634,450996857,2013-11-18,129,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,299571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,New York City,https://www.nyc.gov/site/cdbgdr/index.page,91293714,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,60131714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,North Dakota Severe Storms and Flooding,4128,2013-05-17,2013-06-16,2013-07-12,56,26,https://www.fema.gov/disaster/4128,ND,Severe Storm,NA,NA,NA,NA,NA,10126940.11,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Montana Flooding,4127,2013-05-19,2013-06-03,2013-07-10,52,37,https://www.fema.gov/disaster/4127,MT,Flood,NA,NA,NA,NA,NA,2774452.64,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Iowa Severe Storms, Tornadoes, and Flooding",4126,2013-05-19,2013-06-14,2013-07-02,44,18,https://www.fema.gov/disaster/4126,IA,Severe Storm,NA,NA,NA,NA,NA,20524115.81,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"South Dakota Severe Storms, Tornado, and Flooding",4125,2013-05-24,2013-05-31,2013-06-28,35,28,https://www.fema.gov/disaster/4125,SD,Severe Storm,NA,NA,NA,NA,NA,1215685.33,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Arkansas Severe Storms, Tornadoes, and Flooding",4124,2013-05-30,2013-06-03,2013-06-25,26,22,https://www.fema.gov/disaster/4124,AR,Severe Storm,NA,NA,NA,NA,NA,6593153.21,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,North Dakota Severe Storms and Flooding,4123,2013-05-25,2013-06-01,2013-06-25,31,24,https://www.fema.gov/disaster/4123,ND,Flood,NA,NA,NA,NA,NA,239920.61,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Alaska Flooding,4122,2013-05-17,2013-06-11,2013-06-25,39,14,https://www.fema.gov/disaster/4122,AK,Flood,375,292,77.87,11952.57,3490150.63,33351764.74,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Michigan Flooding,4121,2013-04-16,2013-05-14,2013-06-18,63,35,https://www.fema.gov/disaster/4121,MI,Flood,NA,NA,NA,NA,NA,4849947.62,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Vermont Severe Storms and Flooding,4120,2013-05-22,2013-05-26,2013-06-13,22,18,https://www.fema.gov/disaster/4120,VT,Flood,NA,NA,NA,NA,NA,1914682.79,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Iowa Severe Storms, Straight-Line Winds, and Flooding",4119,2013-04-17,2013-04-30,2013-05-31,44,31,https://www.fema.gov/disaster/4119,IA,Flood,NA,NA,NA,NA,NA,7594458.33,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,North Dakota Flooding,4118,2013-04-22,2013-05-16,2013-05-29,37,13,https://www.fema.gov/disaster/4118,ND,Flood,NA,NA,NA,NA,NA,7097551.4,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Oklahoma Severe Storms, Tornadoes, and Flooding",4117,2013-05-18,2013-06-02,2013-05-20,2,-13,https://www.fema.gov/disaster/4117,OK,Tornado,15377,3663,23.82,4130.74,15130900.23,55032768.45,630,99050000,2013-12-16,210,https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf,State of Oklahoma,https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/,5300000,City of Moore,https://www.cityofmoore.com/departments/grants-programs/disaster-recovery,26300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-03,https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf,State of Oklahoma,https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/,41550000,City of Moore,https://www.cityofmoore.com/departments/grants-programs/disaster-recovery,25900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Illinois Severe Storms, Straight-Line Winds, and Flooding",4116,2013-04-16,2013-05-05,2013-05-10,24,5,https://www.fema.gov/disaster/4116,IL,Flood,95242,62398,65.52,2711.72,169205736.8,32487770.9,1145,183417000,2013-12-16,220,https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf,State of Illinois,https://dceo.illinois.gov/communityservices/disasterrecovery/2013cdbgdr.html,1800000,City of Chicago,https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html,4300000,Cook County,https://www.cookcountyil.gov/service/disaster-recovery-and-resilience,13900000,Du Page County,https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php,7000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-03,https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf,State of Illinois,https://dceo.illinois.gov/communityservices/disasterrecovery/2013cdbgdr.html,3400000,City of Chicago,https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html,47700000,Cook County,https://www.cookcountyil.gov/service/disaster-recovery-and-resilience,54900000,Du Page County,https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php,18900000,2015-01-08,https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf,City of Chicago,https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html,11075000,Cook County,https://www.cookcountyil.gov/service/disaster-recovery-and-resilience,14816000,Du Page County,https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php,5626000,NA,NA,NA,NA,NA,NA,NA,NA,4789800,97,0,0,0,0
2013,South Dakota Severe Winter Storm and Snowstorm,4115,2013-04-08,2013-04-10,2013-05-10,32,30,https://www.fema.gov/disaster/4115,SD,Severe Storm,NA,NA,NA,NA,NA,8231034.73,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Iowa Severe Winter Storm,4114,2013-04-09,2013-04-11,2013-05-06,27,25,https://www.fema.gov/disaster/4114,IA,Severe Storm,NA,NA,NA,NA,NA,12480065.52,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Minnesota Severe Winter Storm,4113,2013-04-09,2013-04-11,2013-05-03,24,22,https://www.fema.gov/disaster/4113,MN,Severe Storm,NA,NA,NA,NA,NA,11108020.79,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Kansas Snowstorm,4112,2013-02-20,2013-02-23,2013-04-26,65,62,https://www.fema.gov/disaster/4112,KS,Snowstorm,NA,NA,NA,NA,NA,1320792.96,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,New York Severe Winter Storm and Snowstorm,4111,2013-02-08,2013-02-09,2013-04-23,74,73,https://www.fema.gov/disaster/4111,NY,Severe Storm,NA,NA,NA,NA,NA,24295599.44,125,450996857,2013-11-18,209,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,299571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,New York City,https://www.nyc.gov/site/cdbgdr/index.page,91293714,State of New York,https://hcr.ny.gov/cdbg-disaster-recovery,60131714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Massachusetts Severe Winter Storm, Snowstorm, and Flooding",4110,2013-02-08,2013-02-09,2013-04-19,70,69,https://www.fema.gov/disaster/4110,MA,Severe Storm,NA,NA,NA,NA,NA,67034034.89,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Oklahoma Severe Winter Storm and Snowstorm,4109,2013-02-24,2013-02-26,2013-04-08,43,41,https://www.fema.gov/disaster/4109,OK,Severe Storm,NA,NA,NA,NA,NA,57648989.57,191,46850000,2013-12-16,252,https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf,State of Oklahoma,https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/,5300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-06-03,https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf,State of Oklahoma,https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/,41550000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Maine Severe Winter Storm, Snowstorm, and Flooding",4108,2013-02-08,2013-02-09,2013-03-25,45,44,https://www.fema.gov/disaster/4108,ME,Severe Storm,NA,NA,NA,NA,NA,3114956.97,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Rhode Island Severe Winter Storm and Snowstorm,4107,2013-02-08,2013-02-09,2013-03-22,42,41,https://www.fema.gov/disaster/4107,RI,Severe Storm,NA,NA,NA,NA,NA,7915043.74,217,5557000,2013-11-18,241,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,5333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Rhode Island,https://housing.ri.gov/programs/community-development-block-grants,223667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Connecticut Severe Winter Storm and Snowstorm,4106,2013-02-08,2013-02-11,2013-03-21,41,38,https://www.fema.gov/disaster/4106,CT,Severe Storm,NA,NA,NA,NA,NA,31099393.08,471,15491800,2013-11-18,242,https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,13200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-10-16,https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf,State of Connecticut,https://portal.ct.gov/doh/doh/sandy-pages/homepage-grid/cdbg-dr-action-plan,2291800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,New Hampshire Severe Winter Storm and Snowstorm,4105,2013-02-08,2013-02-10,2013-03-19,39,37,https://www.fema.gov/disaster/4105,NH,Severe Storm,NA,NA,NA,NA,NA,6153471.49,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2012,Arizona Severe Freeze,4104,2012-12-15,2013-01-21,2013-03-05,80,43,https://www.fema.gov/disaster/4104,AZ,Freezing,NA,NA,NA,NA,NA,1602599.04,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"North Carolina Severe Storms, Flooding, Landslides, and Mudslides",4103,2013-01-14,2013-01-17,2013-03-01,46,43,https://www.fema.gov/disaster/4103,NC,Mud/Landslide,NA,NA,NA,NA,NA,4212154.14,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,Louisiana Severe Storms and Flooding,4102,2013-01-08,2013-01-17,2013-02-22,45,36,https://www.fema.gov/disaster/4102,LA,Severe Storm,NA,NA,NA,NA,NA,5926569.26,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2013,"Mississippi Severe Storms, Tornadoes, and Flooding",4101,2013-02-10,2013-02-22,2013-02-13,3,-9,https://www.fema.gov/disaster/4101,MS,Severe Storm,2993,771,25.76,4409.42,3399662.3,4461112.39,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190900,6,0,0,0,0
